localite_ID_renacom,latitude,loc_type,locality,longitude,n_bureau,n_population_2001,n_population_2012,n_voters
19953,12.84,VA,DAN DOUNDOUMA,9.39,1,216,,0.0
19954,13.07,VT,GARIN BOUJE,9.49,1,64,,0.0
19955,12.92,VA,BOURDODA BOUGAGE,9.47,1,551,,0.0
19956,13.05,VA,TSAKWA I,9.12,1,117,,0.0
19957,12.95,VA,BAKANE SABOUA,9.44,1,632,847.0,306.0
19958,12.94,VA,GLADIMAWA (N'DAMA),9.44,1,282,,0.0
19959,12.89,CPT,HARDO NOMAO DAOURE,9.2,1,497,,0.0
19960,12.99,CPT,FOULANI GARIN KONDO,9.37,1,83,,0.0
19961,12.95,CPT,GONGA MAISOUNA,9.47,1,357,,0.0
19962,12.95,CPT,ROUGAGUE DAN MATSI,9.34,1,304,,0.0
19963,12.88,CPT,KOURI,9.41,1,193,,0.0
19964,12.9,CPT,ROUGAGUE MAI KINGUIRI,9.37,1,77,,0.0
19965,12.88,CPT,JIMADA,9.19,1,213,,0.0
19966,13.01,CPT,ROUGAGUE ROUAN GAO,9.46,1,303,,0.0
19967,12.83,CPT,DOGOUA KOUTA,9.28,1,135,,0.0
19968,12.86,CPT,FOULANI TOUMBI,9.45,1,140,,0.0
19969,12.89,CPT,ROUGAGUE MANA,9.46,1,120,,0.0
19970,12.94,CPT,DOUKAWA,9.46,1,28,,0.0
19971,12.93,CPT,ROUGAGUE N'DAMA,9.46,1,236,,0.0
19972,12.83,CPT,TCHIROMA GARIN HARDO,9.38,1,111,,0.0
19973,12.9,CPT,R. DAN TAKORE,9.35,1,52,,0.0
19974,12.87,CPT,BAROURI PEULH (cpt),9.19,1,55,,0.0
19975,12.84,CPT,TSAKWA II,9.27,1,82,,0.0
19976,12.84,CPT,SOLI ROUGAGUE,9.26,1,149,,0.0
19977,13.04,CPT,TAGOUAYE I,9.2,1,95,,0.0
19978,13.04,CPT,TAGOUAYE II,9.19,1,295,,0.0
19979,13.35,VT,GARIN TOUDOU,9.52,1,147,,0.0
19980,13.3,VT,SABON GARI,9.44,1,102,,0.0
19981,13.05,VT,GARIN MAI DOUMA,9.31,1,225,,0.0
19982,13.05,VT,GARIN ADAMA,9.3,1,195,,0.0
19983,12.99,VT,KONDO,9.37,1,626,,0.0
19984,13.05,VT,ANGOAL MASSAKI,9.27,1,309,,0.0
19985,13.05,VT,DOGON KORE,9.22,1,164,243.0,107.0
19986,13.04,VT,GAROU,9.39,1,325,621.0,201.0
19987,13.09,VT,GARIN TOURAKI,9.35,1,372,734.0,0.0
19988,13.02,VT,MALAMAWA,9.34,1,230,342.0,143.0
19989,13.15,H,GARIN BOULA,9.24,1,114,,0.0
19990,13.0,H,MAIDALO,9.29,1,87,131.0,0.0
19991,13.23,H,HADJIODJI,9.32,1,26,,0.0
19992,13.02,H,KANASSANE TOUDOU,9.31,1,132,330.0,0.0
19993,12.96,H,GOURHEKE,9.33,1,118,,0.0
19994,13.16,H,GARIN TOUDOU (DUNGASS),9.26,1,134,,0.0
19995,13.07,H,MAI GARE,9.48,1,67,,0.0
19996,13.05,VA,DUNGASS,9.34,4,6763,2977.0,1376.0
19997,13.13,VT,GARIN DJIRBANI,9.08,1,160,,0.0
19998,13.14,VT,GARIN DAN BABA,9.1,1,202,371.0,0.0
19999,13.13,VT,CHEMOUNGAUBA,9.11,1,175,,0.0
20000,13.15,VT,TAKOURE,9.12,1,123,220.0,396.0
20001,13.17,VT,KAN DAWA  MALAMILOU,9.13,1,17,,0.0
20002,13.17,VT,GARIN DAN AISSA,9.14,1,79,315.0,0.0
20003,13.12,H,ROUGAGUE DAN BADE,9.08,1,127,311.0,0.0
20004,13.15,VA,DAN BADE,9.11,1,492,,389.0
20005,13.09,VT,GARIN SAIDOU,9.1,1,120,269.0,0.0
20006,13.13,VA,KORAMA NAMAGO,9.13,1,345,782.0,0.0
20007,13.2,VT,KANDAWAN-SATALA,9.14,1,153,,0.0
20008,13.2,VA,SATALA,9.14,1,260,488.0,323.0
20009,13.26,VT,GORINGO HAOUSSA,9.11,1,258,,363.0
20010,13.26,VT,ZIRKA,9.11,1,124,224.0,0.0
20011,13.24,VT,GARIN BOUDOUKAY,9.13,1,94,166.0,0.0
20012,13.25,VT,GARIN OUMAROU,9.14,1,148,526.0,214.0
20013,13.24,VT,GARIN MALAM MAMIYA,9.14,1,471,771.0,0.0
20014,13.22,VT,SALAMOUN,9.15,1,237,,0.0
20015,13.23,VT,GARIN MALAM NOUHOU,9.17,1,72,,0.0
20016,13.23,H,KATA DA KOLLI,9.31,1,73,,0.0
20017,13.25,H,ROUGAGUE GAMOUNAN,9.16,1,42,,0.0
20018,13.07,VA,DAN MIRDIDI,9.27,1,240,443.0,0.0
20019,13.17,VT,BIRDIK,9.1,1,73,114.0,0.0
20020,13.17,VA,ANGOAL CHIPKOW,9.1,1,154,,0.0
20021,13.19,VT,GARIN MALAM BOUKARI,9.17,1,237,492.0,0.0
20022,13.15,VT,KOUROUMBO,9.14,1,167,287.0,0.0
20023,13.13,VT,KOUFAN KARA,9.19,1,101,,361.0
20024,13.18,H,ROUGAGUE GARIN MALAM BOUKFA,9.2,1,184,,0.0
20025,13.14,H,ROUGAGUE CHATAROU,9.19,1,73,,0.0
20026,13.15,VA,CHATAPCHE BALBALI,9.19,1,379,1174.0,333.0
20027,13.17,VA,BIRNIN INOUA,9.07,1,62,,221.0
20028,13.22,VT,WAKEN-KOURA,9.13,1,213,,0.0
20029,12.93,VT,DJEKA DA MANDA,9.38,1,221,,0.0
20030,13.25,VT,GAMOUNAN,9.15,1,188,310.0,393.0
20031,13.25,VT,GARIN ADO,9.13,1,144,237.0,120.0
20032,13.22,VA,DAN GUEZAI,9.14,1,219,,0.0
20033,13.11,VT,TOTSI,9.26,1,86,307.0,444.0
20034,13.12,VT,GARIN LADAN,9.1,1,110,337.0,0.0
20035,13.09,VT,ZANGOUNAT KOUREGUE,9.3,1,185,,0.0
20036,13.08,H,YAN KOUBLE,9.26,1,312,,0.0
20037,13.09,VA,JERE SABOUA,9.27,1,36,,0.0
20038,13.06,VA,GANAHOT,9.13,1,322,,0.0
20039,13.1,VT,GARIN DANIYA,9.09,1,280,,0.0
20040,13.09,H,ROUGAGUE GARIN SAIDOU,9.11,1,57,,0.0
20041,13.08,H,ROUGAGUE SANKAN,9.1,1,114,,0.0
20042,13.11,H,ROUGAGUE KETACHALI,9.11,1,170,,0.0
20043,13.12,VA,KETACHALI,9.1,1,269,,0.0
20044,13.2,VT,GARIN YASSAI,9.17,1,52,195.0,0.0
20045,13.16,VT,MALAM ABBA I,9.16,1,198,737.0,0.0
20046,13.15,VT,MALAM ABBA II,9.16,1,133,,0.0
20047,13.19,VA,MAGAWATA,9.16,1,275,509.0,0.0
20048,13.11,VA,DAN MALORI,9.15,1,202,378.0,0.0
20049,13.06,VA,BARO  BOUGAGE,9.46,1,192,,0.0
20050,13.06,H,RAFIN ZABOUA,9.43,1,251,1066.0,439.0
20051,12.99,VA,DAN FELLI I,9.52,1,232,,0.0
20052,12.96,VA,DAN FELI 2,9.53,1,237,,0.0
20053,12.95,VA,MAIYADIA (GANTCHI I),9.5,1,510,,0.0
20054,12.84,H,GARIN IDI,9.32,1,59,216.0,0.0
20055,12.93,VA,ANGOAL KOURKE,9.26,1,164,,0.0
20056,13.2,VT,KANAWA,9.39,1,211,361.0,288.0
20057,13.19,VT,DANKOUNDOU,9.4,1,233,,0.0
20058,13.17,VT,KOUNGOUNOU,9.41,1,149,,0.0
20059,13.16,H,KOUBLE,9.42,1,95,1246.0,400.0
20060,13.17,VA,DANRANKA,9.39,1,78,,0.0
20061,12.96,VA,ROUGAN GANTCHI,9.51,1,192,140.0,0.0
20062,12.96,VA,GANTCHI II,9.51,1,258,,0.0
20063,12.9,H,GARIN YANAYA,9.27,1,68,,0.0
20064,12.89,H,BIRGAOU,9.24,1,99,,0.0
20065,12.9,VA,KABOUL,9.26,1,446,,0.0
20066,12.89,VA,ROUGAGUE FARGAL KANTOU,9.35,1,269,,0.0
20067,12.95,VA,HOUKOUMA,9.22,1,342,,0.0
20068,12.89,VA,FARGAL KANTOU,9.35,1,203,,0.0
20069,13.23,VT,KATTA DAKOLLI,9.31,1,554,,0.0
20070,13.1,VT,GARIN KANTA,9.25,1,307,,313.0
20071,13.17,VT,KANDAWA MALE MALE,9.33,1,159,,0.0
20072,13.14,VT,GARIN MATSOU,9.29,1,316,658.0,0.0
20073,13.26,H,GARIN SANDA,9.33,1,74,,0.0
20074,13.24,VA,MALE  MALE (MAI GOBA),9.27,1,283,,0.0
20075,13.19,VT,MALE-MALE,9.31,1,120,,0.0
20076,13.24,VA,WARA-WARA,9.25,1,101,,0.0
20077,12.98,VA,TCHAMA,9.18,1,237,323.0,0.0
20078,12.96,VT,KOULOULA,9.18,1,166,283.0,0.0
20079,12.85,VA,ANGOAL YACOUBA,9.22,1,211,,0.0
20080,13.17,VT,KATO HOU,9.36,1,58,,0.0
20081,13.2,H,GARIN DADOU,9.32,1,50,163.0,0.0
20082,13.2,VA,KOGON GAKI,9.35,1,449,897.0,344.0
20083,13.03,VA,MAI-RAKUMI,9.5,1,226,,0.0
20084,13.07,VT,GARIN TOUDOU,9.37,2,115,192.0,488.0
20085,13.2,H,ROUGAL MAGEMAT,9.29,1,61,,0.0
20086,13.17,VA,ZANGON AZORE,9.26,1,268,,407.0
20087,13.19,VA,GOUMBAMI II,9.24,1,129,209.0,0.0
20088,13.24,VA,ANGOUAL IDI MAGAGI (DAN KAKOU),9.1,1,391,,0.0
20089,13.1,VT,HARAMIA,9.12,1,51,420.0,470.0
20090,13.07,VT,DADDADA,9.12,1,210,411.0,0.0
20091,13.07,H,ROUGAGUE JAGOL,9.13,1,72,,0.0
20092,13.09,VA,FILLI (HILI),9.12,1,320,,0.0
20093,13.15,VT,KOTCHE KOTCHE,9.21,1,388,831.0,482.0
20094,13.11,VT,DOGON MAGE,9.21,1,146,,0.0
20095,13.11,H,ROUGAGUE DAOURAWA,9.22,1,139,,0.0
20096,13.12,VA,DAN KOLLA II,9.19,1,236,266.0,0.0
20097,12.87,VT,FAN KAYA,9.35,1,267,,0.0
20098,13.1,H,ROUGAGUE ZAGUI,9.17,1,203,336.0,0.0
20099,13.11,VA,ZAGUI,9.18,1,564,1214.0,0.0
20100,13.12,VT,GARIN ALI,9.24,1,144,296.0,284.0
20101,13.1,H,ROUGAGUE GARIN ALI,9.24,1,216,,0.0
20102,13.09,VA,KANDOULO,9.22,1,248,,0.0
20103,13.21,VT,YAKANAYE,9.14,1,162,432.0,342.0
20104,13.25,VT,TAWRA,9.19,1,126,,0.0
20105,13.24,VT,MAKOUM,9.18,1,140,515.0,241.0
20106,13.23,VT,KANWA,9.19,1,269,513.0,405.0
20107,13.22,VT,GARIN IDI,9.24,1,129,216.0,0.0
20108,13.2,VT,GARIN ZARA,9.17,1,90,282.0,0.0
20109,13.15,VT,ANGOAL KORAW,9.22,1,129,,0.0
20110,13.2,VT,GOURSA,9.27,1,140,420.0,303.0
20111,13.24,VT,GARIN SARIKI AREWA,9.25,1,118,,0.0
20112,13.16,VT,BOULIA,9.23,1,211,397.0,0.0
20113,13.24,H,ROUGAGUE BANGAZA,9.18,1,56,,0.0
20114,13.2,H,GARIN MALAM HASSAN,9.3,1,42,155.0,0.0
20115,13.19,H,ROUGAGUE BANGAZA,9.19,1,44,,0.0
20116,13.18,H,MAIGOBA ZOUGOUMAT,9.28,1,78,,0.0
20117,13.2,VA,BANGAZA,9.19,2,751,818.0,796.0
20118,13.05,VT,GONDATCHIRI (GOUNDAKIRI),9.47,1,92,,0.0
20119,13.1,H,KAFOUTA,9.44,1,293,779.0,0.0
20120,13.16,H,TCHOLE,9.46,1,112,597.0,0.0
20121,13.12,VA,KAFOUTA,9.43,1,327,779.0,0.0
20122,13.09,VT,MAGEN MODI,9.28,1,61,303.0,0.0
20123,13.13,H,ANGOAL MANDATABAOU KAY,9.28,1,128,,0.0
20124,13.1,H,ANGOAL MANDA,9.29,1,18,,404.0
20125,13.1,VA,ANGOAL MANDA,9.3,1,349,,404.0
20126,12.99,VT,DAN TAMA,9.27,1,224,351.0,170.0
20127,12.97,VA,DANKIREY SAIDOU,9.25,1,115,,0.0
20128,13.08,H,GARIN KOLLE,9.45,1,51,93.0,0.0
20129,13.08,VA,RAFIN ZABOUA,9.44,1,812,1066.0,439.0
20130,13.19,VT,MAGEMAT,9.28,1,68,,0.0
20131,13.25,H,ROUGAGUE TCHEMAKO,9.18,1,169,,0.0
20132,13.14,H,DAN BARDE,9.1,2,45,944.0,292.0
20133,13.14,H,DAN BARDE,9.1,2,329,944.0,292.0
20134,13.22,VA,DAN GUEZA II,9.16,1,277,525.0,203.0
20135,13.08,VT,ZOUROU,9.22,1,86,163.0,0.0
20136,13.05,VT,GARIN TCHIDON,9.19,1,159,,0.0
20137,13.09,VT,GARIN KACHI,9.22,1,160,352.0,395.0
20138,13.07,VA,CHATAPCHE,9.19,1,268,,0.0
20139,12.96,VA,KOKO NAMI,9.17,1,382,,0.0
20140,13.24,VT,GAYA,9.35,1,250,589.0,201.0
20141,13.24,VA,GARIN GAKO,9.3,1,402,,181.0
20142,12.97,VA,DAN KIREYE TATABOU,9.25,1,176,128.0,0.0
20143,13.12,VT,GARIN GONDA,9.24,1,91,,0.0
20144,13.15,VA,ANGOAL KORROU,9.22,1,310,,0.0
20145,13.2,VA,DABA SALE,9.31,1,261,,0.0
20146,13.15,H,ANGOUAL YODO,9.4,1,59,309.0,0.0
20147,13.22,VA,KIRTCHA,9.44,1,129,,0.0
20148,12.99,VA,ANGOAL MAKANA,9.24,1,208,,480.0
20149,13.12,VT,TANGAM,9.37,1,116,,0.0
20150,13.15,VT,GARIN ALHAZEY,9.34,1,287,,0.0
20151,13.07,VT,GARIN MOUSSA,9.0,1,44,,0.0
20152,13.14,H,MAKADAOUA,9.32,1,177,215.0,0.0
20153,13.13,VA,ANGOAL LILI,9.34,1,463,,329.0
20154,13.14,VA,KATCHE-KATCHE,9.4,1,77,,0.0
20155,13.04,VA,RIGAGUE DJAN-DJAN,9.43,1,345,,0.0
20156,13.05,VA,ANGOAL ADJI BOUGAGE,9.4,1,522,,307.0
20157,13.06,VA,DJAMMAJE BOUGAJE,9.41,1,387,,0.0
20158,13.05,H,GARIN MALAN GARMAKEL (GARIN LIMAN),9.35,1,82,,0.0
20159,13.05,VA,GARIN LIMAN,9.39,1,216,650.0,428.0
20160,13.06,VA,ANGOAL MASSAKA,9.43,1,154,,0.0
20161,13.03,VA,DJAMAGE HAOUSSA,9.39,1,664,,0.0
20162,13.03,VA,MALAMAWA ROUGAGUE,9.33,1,350,,0.0
20163,13.02,VT,GAGADJA,9.17,1,144,351.0,240.0
20164,13.0,VA,TANTI GAGADJA,9.33,1,740,1231.0,417.0
20165,13.0,VT,AHOUA,9.24,1,221,,0.0
20166,12.99,VT,MAITIKIRA,9.29,1,89,176.0,0.0
20167,13.0,VA,GA ALLAH,9.27,1,394,555.0,393.0
20168,13.0,VA,ANGOAL MAGOU (BAGO),9.25,1,273,,0.0
20169,13.02,VA,ABAZA (DARTCHAMO),9.25,1,221,,0.0
20170,13.05,VA,GOUDJIAWA,9.27,1,396,,340.0
20171,13.05,VT,GARINTSAN GAY,9.25,1,116,,0.0
20172,13.03,H,MAGE KAREY BOUGAGE (PEULH),9.24,1,158,,0.0
20173,13.03,VA,MAGEN KOREY BOUGAGE,9.24,1,378,,0.0
20174,13.01,VA,GARIN SARKIN FAWA (MAGE KARE),9.22,1,185,,0.0
20175,13.02,VA,MAGEN KAREY HAOUSSA,9.22,1,669,,0.0
20176,13.06,VA,KOUNA,9.5,1,386,722.0,288.0
20177,12.97,VA,DAN KOURTCHI,9.24,1,712,1073.0,0.0
20178,13.05,VA,ZONGON SAMA,9.45,1,343,,0.0
20179,13.04,VT,GARIN AMOU,9.44,1,153,321.0,0.0
20180,13.05,H,KOUNA KARAMA ( EL KOUNA),9.48,1,75,,0.0
20181,13.03,VA,ZAGUE-ZAGUE,9.48,1,476,,0.0
20182,13.04,VT,DAN TAGAYE TA GABASS,9.2,1,151,,0.0
20183,13.04,VT,DAN TAGAYE TA YAMMA,9.19,1,270,,0.0
20184,13.05,VA,MAMOU,9.22,1,173,208.0,0.0
20185,12.96,VA,ANGOUAL BOCHERI (BAOUCHERI),9.18,1,594,,0.0
20186,13.0,VA,KAZAKE IBRAH,9.2,1,892,1241.0,297.0
20187,12.99,VT,TSAMIA,9.18,1,238,305.0,186.0
20188,12.99,VT,GAGAJA,9.34,1,505,,0.0
20189,13.02,VT,GARIN SARDO,9.17,1,329,,0.0
20190,13.02,VA,ANGOUAL LOLO,9.19,1,941,,0.0
20191,13.02,VA,FADA,9.17,2,527,533.0,812.0
20192,13.02,VA,TAKEY,9.54,1,662,,0.0
20193,13.19,VA,GOUMBOMI I,9.24,1,248,,0.0
20194,12.95,VA,BAKANE KONTOWAWA,9.44,1,235,,0.0
20195,13.1,VA,ISKAL KOURA,9.33,1,559,852.0,0.0
20196,13.14,VA,MAKADAWA,9.32,1,278,,180.0
20197,12.99,VT,WACHAWA I,9.37,1,436,878.0,0.0
20198,12.99,VT,WACHAWA II,9.35,1,383,57.0,0.0
20199,13.05,VA,GEKADABOUTA,9.54,1,813,1043.0,0.0
20200,12.85,VA,GONDAI,9.27,1,275,,0.0
20201,13.14,VA,GARIN KEOURE,9.25,1,157,,0.0
20202,12.85,CPT,HARDO MAI BAYE,9.37,1,333,,0.0
20203,12.85,CPT,HARDO MAI BAYE,9.37,1,236,,0.0
20204,13.19,CPT,FOULANIN GOUMBAMI,9.24,1,95,,0.0
20205,13.11,CPT,DANKETEY,9.36,1,134,,0.0
20206,13.12,CPT,KARAMANDA,9.4,1,140,,0.0
20207,13.05,CPT,ROUGAGUE BARO,9.47,1,67,,0.0
20208,12.98,CPT,FOULANI FOURTCHI,9.48,1,129,252.0,0.0
20209,13.01,CPT,MAI TOUNTOU,9.48,1,179,,0.0
20210,12.83,CPT,ROUGAGUE SOLLI,9.25,1,257,,0.0
20211,13.18,CPT,DOUBELL,9.26,1,64,,0.0
20212,12.98,CPT,DILLI HARDO SOUMAI,9.53,1,83,,0.0
20213,13.01,CPT,KASSANE GUIGAMA,9.3,1,747,,0.0
20214,13.24,CPT,BALKISSA,9.15,1,114,211.0,0.0
20215,13.16,CPT,TCHOKI,9.17,1,52,,0.0
20216,13.12,CPT,ZONGON DOUNIA,9.14,1,134,,0.0
20217,13.25,CPT,GARIN BAKI,9.16,1,361,644.0,410.0
20218,13.2,CPT,ROUGAGUE MAGAWATA,9.16,1,43,,0.0
20219,13.22,CPT,GUIDAN SALE,9.35,1,40,,0.0
20220,13.1,CPT,FOULANI GARIN KANTA,9.25,1,89,,0.0
20221,13.25,CPT,ROUGAL GARIN GAKO,9.34,1,84,,0.0
20222,13.24,CPT,FOULANI GARIN GAKO,9.3,1,129,,0.0
20223,13.2,CPT,FOULANI KOGON GAKI,9.35,1,86,,0.0
20224,13.06,CPT,ZANGOUNA JAGOL,9.14,1,212,376.0,0.0
20225,13.08,CPT,ROUGAGUE MAI GABI,9.16,1,139,,0.0
20226,13.13,CPT,ZANGOUNA ZAGUI,9.16,1,85,,0.0
20227,13.15,CPT,ANGOUAL KAORE (GANAHO),9.26,1,334,,0.0
20228,13.2,CPT,KANDAWAY MALAM DABO,9.21,1,59,,0.0
20229,13.21,CPT,FOULA TAKADOTAML BOUKARI,9.25,1,86,,0.0
20230,13.2,CPT,FOULA TAKADO,9.24,1,234,265.0,0.0
20231,13.15,CPT,ALHAZAWA,9.34,1,69,,0.0
20232,12.87,CPT,ROUGAGUE TAMILI,9.29,1,190,,0.0
20233,13.2,CPT,FOULANI GOURSSA,9.27,1,35,,0.0
20234,13.43,VT,TCHARE TCHARE (VT),9.5,1,34,,0.0
20235,13.44,VT,GARIN MATA (VT),9.52,1,228,,0.0
20236,13.44,VT,GARIN DAKENO (VT),9.54,1,144,,0.0
20237,13.42,H,ROUGA EL DAN BABA (VT),9.48,1,55,,0.0
20238,13.44,H,ROUGA GADOUGWA (H),9.54,1,115,,0.0
20239,13.42,VA,ANGOUAL DAGWAJI (VA),9.47,1,327,,0.0
20240,13.49,VT,MAKERA I (VT),9.47,1,184,,0.0
20241,13.47,VT,LALACHI (VT),9.45,1,205,,0.0
20242,13.47,VT,LALACHI OU KISKI (VT),9.45,1,141,,0.0
20243,13.47,VT,DARIAL KARE (VT),9.45,1,239,,0.0
20244,13.48,VT,MAKERA II (VT),9.45,1,140,,0.0
20245,13.5,VA,JANKASSA (JALKASSA),9.45,1,570,,0.0
20246,13.4,VT,GARIN RIMI MAJEMA (VT),9.47,1,795,,0.0
20247,13.41,VA,JAN BIRJI,9.44,1,2134,,0.0
20248,13.3,VT,DOUNGOU,9.42,1,208,282.0,122.0
20249,13.29,VA,CHETIMA KOUNA,9.42,1,405,789.0,331.0
20250,13.52,VT,N'WALA (VT),9.49,1,51,,0.0
20251,13.54,VT,GARIN KAOUARA (VT),9.48,1,20,,0.0
20252,13.52,VT,CHEMA KARAMA (VT),9.46,1,53,,0.0
20253,13.52,H,ROUGAGUE CHEMA (H),9.48,1,46,,0.0
20254,13.51,H,BOURKOU (H),9.46,1,76,,0.0
20255,13.52,VA,YAKAOUDA I (VA),9.5,1,603,,0.0
20256,13.52,VA,YAKAOUDA II (VA),9.51,1,405,,0.0
20257,13.6,VT,GARIN GOUJOU,9.55,1,135,,0.0
20258,13.59,VT,ANGOULA MALAM KALOU (VT),9.54,1,204,,0.0
20259,13.57,VT,KERI MAI DEKI (MAIDIKOURAM),9.55,1,524,,0.0
20260,13.57,VT,TSAWRARA,9.54,1,154,,0.0
20261,13.58,H,ROUGAGUE BOUGADJI (H),9.59,1,47,,0.0
20262,13.6,VA,GARIN TALBA (VA),9.55,1,213,,0.0
20263,13.54,VA,NAJATAOU (ANGOUAL MALAM DJATAOU ),9.5,1,325,,0.0
20264,13.55,VA,ISSOUBORI (VA),9.5,1,267,,0.0
20265,13.55,H,DAOURE (H),9.49,1,53,,0.0
20266,13.55,VA,LOTOTO SAROU (VA),9.49,1,251,,0.0
20267,13.54,VT,TADIYAWA ZANARI II,9.52,1,570,,0.0
20268,13.52,VA,TADIYAWA ZANARI I (VA),9.54,1,810,,0.0
20269,13.19,VT,NOGO TSOFOUA,9.55,1,86,,0.0
20270,13.17,VT,DAN DIJE,9.58,1,123,,120.0
20271,13.16,VT,DAN GARDI,9.58,1,109,,0.0
20272,13.19,VT,GARIN EL LATOTO,9.59,1,16,,0.0
20273,13.18,VT,GARIN EL ALI,9.61,1,55,,0.0
20274,13.15,H,ROUGAGUE DAN GARDI,9.57,1,142,,0.0
20275,13.18,H,ROUGAGUE EL SOULEY,9.62,1,85,,0.0
20276,13.17,VA,NOGO  SABOUA,9.55,1,68,,0.0
20277,13.37,VT,ARIRI DOSSONO,9.66,1,309,,0.0
20278,13.34,H,JEKA (H),9.62,1,47,,0.0
20279,13.42,VA,PAMPAMA ARIRI (VA),9.59,1,165,,0.0
20280,13.17,H,ROUGAGUE BOUZOUN KABA (H),9.78,1,100,,0.0
20281,13.17,VA,BALANGO MAJEWA 'VA),9.78,1,264,,0.0
20282,13.5,VA,GOUCHI (VA),9.55,1,1068,,0.0
20283,13.49,VT,KATKO (VT),9.5,1,318,,0.0
20284,13.49,VT,SOUDOUNIA (VT),9.5,1,361,,0.0
20285,13.15,VT,MAJEWA (VT),9.69,1,389,,0.0
20286,13.47,VA,ASSARARE (VA),9.49,1,365,,0.0
20287,13.23,VT,KAN DAWA,9.52,1,63,,0.0
20288,13.27,VT,BARMARI,9.52,1,114,803.0,262.0
20289,13.47,VT,LALLACHI,9.45,1,30,,0.0
20290,13.27,H,ROUGAGUE BARMARI,9.5,1,172,805.0,0.0
20291,13.27,VA,DAN TOUMBI,9.5,1,86,179.0,151.0
20292,13.14,H,ROUGAGUE KEWLA,9.75,1,323,514.0,0.0
20293,13.14,H,ROUGAGUE KARAMANDE (H),9.74,1,37,,0.0
20294,13.14,H,ROUGAGUE MATATOU (H),9.77,1,44,,0.0
20295,13.14,VA,KILBOU KIMERI (MATATOU),9.77,1,26,,0.0
20296,13.15,VT,GARIN IDI (VT),9.78,1,64,,0.0
20297,13.15,VA,SARASARA (VA),9.77,1,48,,0.0
20298,13.45,VT,TSAMEKOU,9.47,1,184,234.0,161.0
20299,13.45,VA,DOUMBAWA,9.47,1,671,,261.0
20300,13.36,VA,DOUTSI BIYOU BREY,9.51,1,511,,0.0
20301,13.44,VA,RAMANI ZANE I (ZANE),9.44,1,1032,,0.0
20302,13.3,VT,ROUGA KANWA,9.59,1,272,,0.0
20303,13.2,VT,GARIN EL OUSSEI,9.64,1,87,,0.0
20304,13.34,H,BAIBARI (H),9.61,1,43,,0.0
20305,13.32,H,GARIN EL MALEY (H),9.62,1,44,,0.0
20306,13.29,H,ROUGAGUE KOUBLE (H),9.66,1,56,,0.0
20307,13.25,VA,BABOUGE,9.62,1,1054,,0.0
20308,13.3,VA,WAINARAM (VA),9.69,1,124,,0.0
20309,13.58,VT,TAMSOUA (VT),9.6,1,92,,0.0
20310,13.59,VA,TALBA ISMAILA (VA),9.56,1,98,,0.0
20311,13.54,VT,GASKIN,9.55,1,199,404.0,254.0
20312,13.56,VT,KANMARI,9.61,1,100,,0.0
20313,13.54,VT,TAGAJINA (VT),9.61,1,74,,0.0
20314,13.53,H,ROUGAGUE TAGAJINA (H),9.6,1,59,,0.0
20315,13.53,H,ROUGAGUE TAGAJINA (H),9.6,1,24,,0.0
20316,13.54,VA,MATARAWA,9.59,1,583,891.0,300.0
20317,13.53,VA,CHEMA,9.47,1,614,1340.0,368.0
20318,13.22,VT,GARIN MALAM (VT),9.72,1,185,,0.0
20319,13.4,VT,GAWON DARE (GARIN GAO),9.62,1,154,,0.0
20320,13.47,VA,ANGOUAL OUBAN HADIZA (GARIN GALADIMA ),9.6,1,160,,0.0
20321,13.36,H,GUIDAN DAWA DAN GABASS,9.59,1,56,,0.0
20322,13.36,H,DAN GABAS GOUGAGUE (VA),9.58,1,100,,0.0
20323,13.36,VA,DAN GABAS (VA),9.58,1,410,,0.0
20324,13.37,VA,BOUREIMA DADA,9.53,1,78,142.0,0.0
20325,13.5,VT,GARIN MAKERA (VT),9.47,1,105,,0.0
20326,13.4,VT,MOUWANDI (VT),9.62,1,199,,0.0
20327,13.4,VT,TINTOUMARI RIGA (H),9.59,1,100,,0.0
20328,13.39,VA,TOUNTOUMARI (GARIN DIRE / TINTOUMARI),9.59,1,269,,0.0
20329,13.19,VT,BOUJALE,9.73,1,191,,146.0
20330,13.18,VT,DAMBOU,9.77,1,306,104.0,0.0
20331,13.18,H,ROUGAGUE KEWLA (H),9.72,1,85,,0.0
20332,13.18,H,ROUGAGUE TALBARI (H),9.77,1,26,,0.0
20333,13.18,VA,TALBA AMADOU (TALBARI BARE),9.77,1,88,,0.0
20334,13.25,VA,YERDA,9.67,1,195,846.0,0.0
20335,13.37,VA,ANGOUAL GAJA,9.52,1,643,1238.0,256.0
20336,13.28,VT,GARIN EL DINGAL 'VT),9.72,1,95,,0.0
20337,13.3,H,KOUBLE (H),9.7,1,54,,0.0
20338,13.62,VA,GUIJIMO (VA),9.59,1,106,,0.0
20339,13.26,VT,ADARE,9.73,1,69,118.0,0.0
20340,13.21,VT,GARIN MALAM HAROU,9.73,1,163,,0.0
20341,13.23,H,ROUGAGUE KIDOUTCHE,9.72,1,318,,0.0
20342,13.27,VA,DIGUINAWA (VA),9.44,1,274,,0.0
20343,13.49,VT,GUIDAN EL ABDAL (VT),9.61,1,46,,0.0
20344,13.49,H,GUIDAN EL DODO JATAOU (H),9.58,1,34,,0.0
